Name,Comment,Time,Likes,Reply Count
Mr AAT,Thank you for 23<br />100 karwado please<br />Love you all ❤❤❤,2021-04-04T08:09:09Z,5,0
Totalcgyy Gaming,Bbhy,2021-04-04T08:09:02Z,0,0
Munna Yadav,Ajju bhai Mujhe alag kar do yaar please Tumhare har video ko like karta hun,2021-04-04T08:09:02Z,1,2
Mandeep singh,ajju bhai op,2021-04-04T08:09:00Z,0,0
Nitish kumar,Real legend is bhagat singh ❤ 💙 ♥ i you agree lthen 👍,2021-04-04T08:09:00Z,1,0
Priyanshu Sharma,Nhi clear nhi h,2021-04-04T08:09:00Z,1,0
Vicky Singh,Hi,2021-04-04T08:08:57Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:08:55Z,0,0
Hypre Gaming,Hi,2021-04-04T08:08:53Z,0,0
deep sharma,Ajjubhai o.p,2021-04-04T08:08:51Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:08:50Z,0,0
Romeo bhai,Ajju bhai love you forever 👌 bye,2021-04-04T08:08:49Z,0,0
aman gaming,Nood,2021-04-04T08:08:48Z,0,0
Durga Biswas,Bhai please MERI I&#39;d pe SIRF chrono dedo Bhai please MERI I&#39;d 1838544127,2021-04-04T08:08:48Z,0,0
Priyanshu Sharma,Plz Mujhe Yt per gameplay krna h 1000 dai dedo,2021-04-04T08:08:47Z,1,0
Harvansh Attri,Big game play ajjubhai op ak dum jeher,2021-04-04T08:08:44Z,1,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:08:43Z,0,0
neeta goswami,Op,2021-04-04T08:08:43Z,0,0
Rohit Verma,Ajjubhai bhai op ❤️,2021-04-04T08:08:42Z,1,0
Babaji Pardeshi,Op,2021-04-04T08:08:41Z,0,0
ANKIT FF#,𝓑𝓮𝓪𝓾𝓽𝓲𝓯𝓾𝓵,2021-04-04T08:08:40Z,0,0
Rishabh bhai gamer,Recvest send karu,2021-04-04T08:08:39Z,1,0
Hard pro playing ff,Op,2021-04-04T08:08:38Z,0,0
Hard pro playing ff,Op,2021-04-04T08:08:38Z,0,0
Mukta Madubpur,AjiuBaioop,2021-04-04T08:08:37Z,1,0
TOTAL GAMING FAN,Please,2021-04-04T08:08:37Z,0,0
aman gaming,Dam nhi ha tumara handar,2021-04-04T08:08:37Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:08:37Z,0,0
Narendra Rathore,Ajju bhai love ajju bhai,2021-04-04T08:08:36Z,0,0
SHADOW GAMING,Ajjubhai Op,2021-04-04T08:08:36Z,0,0
vikas Pal,Love u bhai,2021-04-04T08:08:34Z,0,0
Murali Sahu,Please ajju Bhai reply me,2021-04-04T08:08:34Z,0,0
K_S Gaming,Gift me crono,2021-04-04T08:08:33Z,0,0
nirav katara,Ha moj ha moj,2021-04-04T08:08:32Z,0,0
Mehul Patel,Please,2021-04-04T08:08:32Z,1,0
study gamer,Nikalo,2021-04-04T08:08:32Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:08:31Z,0,0
Vicky Singh,Face dekhow,2021-04-04T08:08:28Z,0,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:08:25Z,0,0
Priyanshu Sharma,Op,2021-04-04T08:08:21Z,1,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:08:19Z,0,0
Ankesh Goswami,Ajju bhai mere ko please 1000 diamond bhej do my id 1380006651,2021-04-04T08:08:18Z,0,0
_MR. _GAMING_,Plzz give diamond💎,2021-04-04T08:08:18Z,1,0
Priyanshu Sharma,Op,2021-04-04T08:08:17Z,2,0
GAMEASE,Guys abhi abhi 695 complete hua 🔥<br />ab bs 700 krado😍😍,2021-04-04T08:08:15Z,18,7
KratoS Gaming,Ajjubhai tmhara kitna umar h bacche jaisa awaaz h tumhara,2021-04-04T08:08:13Z,1,0
Prahlad Dhumketi,Ek bar name ledo bhai,2021-04-04T08:08:13Z,1,0
S k p Pandey,Ajjubhai94 oooooppppp,2021-04-04T08:08:13Z,1,0
Priyanshu Sharma,Op,2021-04-04T08:08:13Z,1,0
Pammi Verma,Ajju bhai aap amit bhai ke saath jyada video banaya karo,2021-04-04T08:08:12Z,0,0
Asutosh Dhungana,Big fan,2021-04-04T08:08:11Z,0,0
Murali Sahu,Hii ajju bhai,2021-04-04T08:08:09Z,0,0
Totally Hacker Gaming,Mota bhai op,2021-04-04T08:08:09Z,1,0
Varma SUNIl,"<a href=""https://www.youtube.com/watch?v=NFlpZL7_rNo&amp;t=3h01m15s"">3:01:15</a> best scene",2021-04-04T08:08:09Z,1,1
S k p Pandey,Ajjubhai94 ooooooppppo,2021-04-04T08:08:06Z,0,0
TOTAL GAMING FAN,Ajubhai please big fan bro,2021-04-04T08:08:00Z,0,0
NAZMUN NAHAR,First view,2021-04-04T08:07:59Z,0,0
AD gaming,Ajjubhai,2021-04-04T08:07:58Z,0,0
aman gaming,Dam ho to mara tak 1 vs kar ka dikao nood ha to,2021-04-04T08:07:57Z,0,0
Priyanshu Sharma,Mujhe 1000 daimond Dedo,2021-04-04T08:07:56Z,1,0
S k p Pandey,Hlo ajjubhai mai sabse jada bola mota bhae,2021-04-04T08:07:56Z,0,0
Garena Free Fire Game Playing,hello bro,2021-04-04T08:07:55Z,0,0
gamers helper 500 dimonds giveaway,M1014,2021-04-04T08:07:53Z,0,0
PARTH RTW,BHAI op,2021-04-04T08:07:52Z,0,0
_MR. _GAMING_,Plzz give diamond,2021-04-04T08:07:52Z,1,0
Rishabh bhai gamer,TG.RISHABH38 MERE ID HII,2021-04-04T08:07:51Z,1,0
Drago Gaming,Oha par Jake sab koi ajjubhai read lik raha ha,2021-04-04T08:07:49Z,0,0
Shweta Ingale,Op,2021-04-04T08:07:49Z,1,0
Alina Malim,AJJU BAHI PLZZ MUJE FRENDLIST MAI LELO,2021-04-04T08:07:47Z,1,0
Top Gamer,Oh bhai scmer vale comment kyo krta ho kamine,2021-04-04T08:07:47Z,1,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,<b>Congrats to everyone who is early and who found this comments😇</b>,2021-04-04T08:07:47Z,10,2
Anju Rathore,Ajju Bhai Minecraft video lab dalo ga,2021-04-04T08:07:45Z,1,0
Sanjay Sharma,Ajju bhai op,2021-04-04T08:07:45Z,0,0
tiger sandeep,. Ajooba imitate customizer yah mera number bol8626958945,2021-04-04T08:07:43Z,0,1
Pammi Verma,And ajju bhai,2021-04-04T08:07:38Z,0,0
Deepak Verma,Bhai❤️❤️❤️,2021-04-04T08:07:37Z,1,0
Meenakshi Arya,Ajay ji mujhe diamonds bhi nahi chahiye mujhe koi character bhi nahi chahiye mujhe sirf aapki girlfriend ban na hai mujhe aap chahiye Agar aapne abhi bhi mera love accept kar liya tho pleaseeeee reply karna,2021-04-04T08:07:37Z,0,0
THE COSMOS,Op bhai,2021-04-04T08:07:35Z,1,0
Shivam Tandel,Ajjubhai94op,2021-04-04T08:07:35Z,0,0
Babaji Pardeshi,Op,2021-04-04T08:07:33Z,1,0
Ajay yadav,op,2021-04-04T08:07:33Z,0,0
S k p Pandey,Ajjubhai mai sab se jada mota bhae,2021-04-04T08:07:32Z,0,0
Prahlad Dhumketi,Op bhai,2021-04-04T08:07:31Z,0,0
Ramesh Gore,Muzase panga loge,2021-04-04T08:07:31Z,2,0
Mamta Sharma,Ajju bhai mujhe diamond de do please bhai,2021-04-04T08:07:29Z,0,0
_MR. _GAMING_,Op,2021-04-04T08:07:29Z,1,0
Babaji Pardeshi,Op,2021-04-04T08:07:28Z,1,0
Sakir Bukhari,Op,2021-04-04T08:07:26Z,1,0
Pammi Verma,I love amit bhai,2021-04-04T08:07:25Z,0,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,<b>Congrats to everyone who is early and who found this comments</b>,2021-04-04T08:07:24Z,17,3
Sudhakar Rao,Hii,2021-04-04T08:07:24Z,0,0
Jeevan Bhore,Ajjubhai op,2021-04-04T08:07:23Z,0,0
ANKIT FF#,Hello,2021-04-04T08:07:23Z,0,0
Devileyes gaming,Hello op,2021-04-04T08:07:21Z,0,0
k5.gaming,Bhi,2021-04-04T08:07:21Z,0,0
Sakshi Chandak,Aju bhai mako ap ka sath khena hai,2021-04-04T08:07:20Z,1,0
Ehtesham Ameen Ansari,Op ajjuybhai,2021-04-04T08:07:20Z,1,0
RIDHAM FREE FIRE,Ajju bhai op 🙄😎😍😍,2021-04-04T08:07:19Z,11,1
Suhas Tedla,Ajju bhai vs slayer girl supper fight bhai,2021-04-04T08:07:19Z,0,0
Prahlad Dhumketi,Ajju bhai raid,2021-04-04T08:07:19Z,0,0
ALPHA TROOPERS GAMING,Ajjubhai Raid OP🔥,2021-04-04T08:07:16Z,16,1
Vicky Singh,Game start karo,2021-04-04T08:07:14Z,0,0
Rishabh bhai gamer,AP mera name bolo yar,2021-04-04T08:07:12Z,1,0
Sanjay Sagar,Hello bhai,2021-04-04T08:07:12Z,0,0
sameer malik,Ajjubhai o p,2021-04-04T08:07:12Z,0,0
Akhileshkumar Sinha,Dgsfdddgfffffzddd,2021-04-04T08:07:11Z,0,0
Sasmita nayak Mami,Op,2021-04-04T08:07:10Z,0,0
neeta goswami,Op,2021-04-04T08:07:09Z,0,0
Vishnu Kolhe,Op,2021-04-04T08:07:09Z,0,0
Ankesh Goswami,Mota Bhai red,2021-04-04T08:07:09Z,0,0
SRK Gaurav SRK,Nhai,2021-04-04T08:07:08Z,0,0
neeta goswami,Op,2021-04-04T08:07:05Z,0,0
The ANCH Gamerz,Sabb logo ne chat me mota bhai ke sath Total gaming likh diya,2021-04-04T08:07:04Z,0,0
Gurmeet Badhal,One custom please my squad,2021-04-04T08:07:03Z,0,0
Tiger mems status,Oop,2021-04-04T08:07:03Z,0,0
ANIKET PUNDKAR,Bhai aapke satha एक भात बोल नि थी????,2021-04-04T08:07:00Z,0,0
neeta goswami,Op,2021-04-04T08:07:00Z,0,0
Jeevan Yt,AjjuBhai 1 diamond top up kardo joshep keleye <br />UID - 2655937955,2021-04-04T08:07:00Z,0,0
Bittu FF gaming,Kis channel pe raid kiya koi nam btao,2021-04-04T08:06:59Z,0,1
Sparkentertainer,hard work <br />orginal content <br />dedication<br />everything amazing bhai .love your video.keep it up brother,2021-04-04T08:06:58Z,89,16
Siuli Rana,🙏ajjubhai UID:1438108777 pa 10000 ka top up karona😭😭 please 😭🙏,2021-04-04T08:06:57Z,0,0
Aman Dalal,# op op,2021-04-04T08:06:57Z,0,0
Jeevan Yt,AjjuBhai 1 diamond top up kardo joshep keleye <br />UID - 2655937955,2021-04-04T08:06:55Z,0,0
Darshan Patel,Total ketla,2021-04-04T08:06:55Z,0,0
neeta goswami,Op,2021-04-04T08:06:55Z,0,0
samir Lanjekar,Ajjubhai boll diya,2021-04-04T08:06:55Z,0,0
c s c gemar,Ajju bhai hamko bhi apne shatr khe launa,2021-04-04T08:06:54Z,2,0
kulbir singh,Op,2021-04-04T08:06:54Z,1,0
Tushar Mohite,👌,2021-04-04T08:06:52Z,0,0
Siuli Rana,🙏ajjubhai UID:1438108777 pa 10000 ka top up karona😭😭 please 😭🙏,2021-04-04T08:06:51Z,0,0
Sasmita nayak Mami,Op,2021-04-04T08:06:50Z,0,0
Akhileshkumar Sinha,Nood,2021-04-04T08:06:50Z,0,0
Jeevan Yt,AjjuBhai 1 diamond top up kardo joshep keleye <br />UID - 2655937955,2021-04-04T08:06:50Z,0,0
Shivam Krish Gaming,Hi i just uploaded my first qna,2021-04-04T08:06:49Z,16,0
neeta goswami,Op,2021-04-04T08:06:49Z,0,0
kulbir singh,Op,2021-04-04T08:06:47Z,1,0
Rajdeepsinh Jadeja,Ajjubhai op op op op..............,2021-04-04T08:06:47Z,0,0
Prahlad Dhumketi,Mota bhai raid,2021-04-04T08:06:46Z,0,0
Jeevan Yt,AjjuBhai 1 diamond top up kardo joshep keleye <br />UID - 2655937955,2021-04-04T08:06:45Z,0,0
Siuli Rana,🙏ajjubhai UID:1438108777 pa 10000 ka top up karona😭😭 please 😭🙏,2021-04-04T08:06:45Z,0,0
Vansh,Tota,2021-04-04T08:06:44Z,0,0
neeta goswami,Op,2021-04-04T08:06:41Z,0,0
Rahul gamer,Hii,2021-04-04T08:06:40Z,0,0
A2Z Info,Op stream,2021-04-04T08:06:40Z,1,0
Sana,Love you ajju,2021-04-04T08:06:39Z,0,0
Siuli Rana,🙏ajjubhai UID:1438108777 pa 10000 ka top up karona😭😭 please 😭🙏,2021-04-04T08:06:39Z,0,0
vasudev,Mera superchat read ni kiya wah bete 👍,2021-04-04T08:06:36Z,0,0
Vipin Ranjan,AJJU BHAI ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️,2021-04-04T08:06:35Z,1,0
Tiger mems status,Opp,2021-04-04T08:06:35Z,0,0
Jeevan Yt,AjjuBhai 1 diamond top up kardo joshep keleye <br />UID - 2655937955,2021-04-04T08:06:34Z,1,0
kulbir singh,Op,2021-04-04T08:06:32Z,1,0
Alpa Ramani,Love you ajjubhai always,2021-04-04T08:06:32Z,1,0
Gamer FF 1.0,Nahi ajju bhai,2021-04-04T08:06:31Z,0,0
s d gaming,Op,2021-04-04T08:06:31Z,0,0
Siuli Rana,🙏ajjubhai UID:1438108777 pa 10000 ka top up karona😭😭 please 😭🙏,2021-04-04T08:06:30Z,0,0
neeta goswami,Op,2021-04-04T08:06:29Z,0,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,ᶜᵃⁿ ᵃⁿʸᵒⁿᵉ ˢᵉᵉ ᵐʸ ᵗⁱⁿʸ ᶜᵒᵐᵐᵉⁿᵗ.?,2021-04-04T08:06:27Z,1,0
Ratilal Saroj,Ajju bhai I&#39;d ka request bhej raha hu,2021-04-04T08:06:25Z,0,0
ff gaming counter fgc,mota bhai Reid op,2021-04-04T08:06:23Z,1,0
Raju Das,love you bhai,2021-04-04T08:06:23Z,0,0
Bittu FF gaming,UID 776941081,2021-04-04T08:06:23Z,0,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,ᶜᵃⁿ ᵃⁿʸᵒⁿᵉ ˢᵉᵉ ᵐʸ ᵗⁱⁿʸ ᶜᵒᵐᵐᵉⁿᵗ.?,2021-04-04T08:06:22Z,3,0
Pravin Marathe,op,2021-04-04T08:06:22Z,1,0
6063 - Shourya Tiwari,Opopopopop,2021-04-04T08:06:21Z,0,0
Free fire hacker,Motabhai raid ho gya,2021-04-04T08:06:20Z,5,0
Top Gamer,Mota bhai raid op,2021-04-04T08:06:17Z,1,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,ᶜᵃⁿ ᵃⁿʸᵒⁿᵉ ˢᵉᵉ ᵐʸ ᵗⁱⁿʸ ᶜᵒᵐᵐᵉⁿᵗ.?,2021-04-04T08:06:17Z,3,0
Anita Baghmare,Harshit,2021-04-04T08:06:16Z,1,0
Saptasindhu Das,Opppppppp I will,2021-04-04T08:06:16Z,0,0
Evan Shanto,ham ko aprilful banaya,2021-04-04T08:06:16Z,0,0
Dragons gaming,Op,2021-04-04T08:06:16Z,0,0
RAJAN KUMAR,Op Gameplay,2021-04-04T08:06:14Z,2,0
Vipul Avtar,Op,2021-04-04T08:06:14Z,0,0
Abdul kuddows Miah,Mota bhai raid,2021-04-04T08:06:13Z,0,0
Tiger mems status,Hyy,2021-04-04T08:06:10Z,0,0
Vipul Avtar,Op,2021-04-04T08:06:09Z,0,0
1Ķ ŚÚβŚČŔĨβĔŔŚ ŴĨŤĤŐÚŤ ĂŃŶ VĨĎĔŐ ČĤĂĹĹĔŃĞĔ,ᶜᵃⁿ ᵃⁿʸᵒⁿᵉ ˢᵉᵉ ᵐʸ ᵗⁱⁿʸ ᶜᵒᵐᵐᵉⁿᵗ.?🙄,2021-04-04T08:06:08Z,1,0
Ahmad Areeb,Hello ajjubhai main pakistan say baat kar raha hon,2021-04-04T08:06:08Z,0,0
SRk GaMing,Bhcaindri ne bta dia,2021-04-04T08:06:08Z,0,0
Akshat Shukla,Please mujhe friend request bhejo <br />UID //__ 2338866312<br />GameID//-- AkshatA2821L,2021-04-04T08:06:07Z,0,0
Siuli Rana,🙏ajjubhai UID:1438108777 pa 10000 ka top up karona😭😭 please 😭🙏,2021-04-04T08:06:06Z,0,0
Anay gamer,mota bhai read,2021-04-04T08:06:05Z,0,0
Shiva Soni,अपनी काबिलियत इतनी बढाओ की आपको रोकने के लिए लोगो को कोशिशे नहीं शाजिशे करनीं पडें।👍👍👍❤❤❤❤❤❤,2021-04-04T08:06:03Z,0,0
Neha Taakia,Hy bhai,2021-04-04T08:06:03Z,1,0
Mehul Patel,Bhai Pubg New Stas Ka Video Dalege,2021-04-04T08:06:02Z,1,0
Abdul kuddows Miah,Hallo ajjbhai apne bola nahi bolte usne boldia,2021-04-04T08:06:02Z,0,0
Pooja Yadav,अज्जू भाई मैं बहुत गरीब गरीब हूं मुझे मेरी आईडी का नाम ऋषभ 4646f मुझे आलोक नहीं तो cr7 गिफ्ट कर दो,2021-04-04T08:06:01Z,0,0
Bewon Magar,Opppp,2021-04-04T08:06:00Z,0,0
UDIT S. VYAS,Raid Op,2021-04-04T08:06:00Z,1,0
ALWAYS GAMING,Yoo bhai log 65 ho gaya aab 100 kara doo 🤩,2021-04-04T08:06:00Z,0,0
Ravi Yadav,Ajju bhai ap na ek nambar ke adami ho or gadhe ho,2021-04-04T08:05:59Z,0,0
ALPHA TROOPERS GAMING,Love From Rajasthan ❤️,2021-04-04T08:05:59Z,1,0
Jag Mohan,Opp,2021-04-04T08:05:59Z,0,0
Bhupat Hadiya,Me aapako cheleg deta hu,2021-04-04T08:05:59Z,0,0
Parvez Khan,Ajju bhai op op op op,2021-04-04T08:05:58Z,0,0
Mafia game gaming RL,Please enjoy break dance bundle in magic you Britain please request,2021-04-04T08:05:58Z,1,0
GINIM GAMER,AJJUBHAI big fan,2021-04-04T08:05:58Z,0,0
Babaji Pardeshi,Op,2021-04-04T08:05:58Z,1,0
Purvesh Namdev,Op,2021-04-04T08:05:57Z,1,0
Vipul Avtar,Ajjubhai op,2021-04-04T08:05:57Z,0,0
Atif Boss,Hello ajju bhai,2021-04-04T08:05:56Z,0,0
Rakesh Kumar,Please,2021-04-04T08:05:56Z,0,0
HARSH SINGH,Toxic Mavi said thanku to total gaming 💗<br />Love u <br />He said face reveal bro<br />Aap dono friend ho kya🙄,2021-04-04T08:05:55Z,2,0
Amit gurjar Total game,I&#39;m your big fan,2021-04-04T08:05:53Z,1,0
Pravin Marathe,op,2021-04-04T08:05:52Z,1,0
Asif R Editing,😂,2021-04-04T08:05:50Z,0,0
JK Shots,Face rvael karna ko mavi,2021-04-04T08:05:50Z,0,0
Shiva Bhai,Op Ajju bhai,2021-04-04T08:05:49Z,4,0
dadu Wadaskar,Hi,2021-04-04T08:05:48Z,0,0
Babaji Pardeshi,Ajjubai op,2021-04-04T08:05:47Z,1,0
Serious Gaming,Op,2021-04-04T08:05:46Z,1,0
Abu Khan,Ajju bhai to up kardo,2021-04-04T08:05:45Z,0,0
creative maahira,aaaajubhai plz heart do,2021-04-04T08:05:44Z,0,1
Omkar Damse,Love that all ❤️❤️❤️❤️,2021-04-04T08:05:44Z,0,0
Mayank Pawar,Opopop,2021-04-04T08:05:44Z,0,0
Vijay bhangu,Op,2021-04-04T08:05:44Z,0,0
Shaik,Hello ajjubhai❤️,2021-04-04T08:05:43Z,0,0
Sunil Bhilare,hii aajubhai,2021-04-04T08:05:43Z,1,0
Avni Dhama,ajju bhai plese shopot vipin dhama ko,2021-04-04T08:05:43Z,0,0
Uma Sharma,I&#39;d is 2773993812,2021-04-04T08:05:42Z,0,0
BLACK BENCHER -X,How many people are coming to see this video,2021-04-04T08:05:41Z,0,0
Jag Mohan,Ajju bhai opp,2021-04-04T08:05:41Z,0,0
Kavya Kesarwani,first,2021-04-04T08:05:41Z,0,0
Rishabh bhai gamer,Op,2021-04-04T08:05:40Z,1,0
Saptasindhu Das,Op,2021-04-04T08:05:40Z,0,0
Sanju bhai YT,Bhai plz play with AS gaming,2021-04-04T08:05:39Z,0,0
Sumit Sirohi,Hii,2021-04-04T08:05:39Z,1,0
K.H Game,Mota Bhai red,2021-04-04T08:05:38Z,0,0
renu singh,Op game play,2021-04-04T08:05:38Z,0,0
Atasi Das,Rickama5759H,2021-04-04T08:05:37Z,0,0
Neel Amin,OP,2021-04-04T08:05:35Z,2,0
Rajput ks gaming,I&#39;d Gattusi1631G,2021-04-04T08:05:34Z,0,0
MrRush Gamerz,total bhai love you,2021-04-04T08:05:34Z,0,0
ff gaming counter fgc,hello ajju bhai face revel kab karoge,2021-04-04T08:05:33Z,1,0
Birendra Kunwar,Aajubhai hero 🤗🤗😘😘😘,2021-04-04T08:05:33Z,0,0
Pravin Marathe,op,2021-04-04T08:05:33Z,1,0
Dhiraj Play FF,Hi,2021-04-04T08:05:33Z,0,0
GAUTAM RAJWAR,&quot;&quot; Any school and college students <br />here&quot;&quot;&quot;.......,2021-04-04T08:05:32Z,6,1
Krishna Maneshwar,Mota bhau read,2021-04-04T08:05:32Z,0,0
royal gaming,Give me diamonds,2021-04-04T08:05:31Z,0,0
Keshu Keshu,Ajju bhai op,2021-04-04T08:05:28Z,0,0
krish agrawal,ajjubhai plz muje 10000 diamonds bhej do plz...,2021-04-04T08:05:26Z,0,0
Neel Amin,Ek Banda kahaaap ki total giving ki rate HA,2021-04-04T08:05:26Z,1,0
Raman Gaming Rocks,Bhai advance server ka code dedo please create karke,2021-04-04T08:05:25Z,0,0
Farida Joynal,First comment,2021-04-04T08:05:25Z,0,0
sam,First comment after stream,2021-04-04T08:05:25Z,1,0
Babaji Pardeshi,Op,2021-04-04T08:05:25Z,1,0
HONEY ENTERTAINMENT,Op ajjubhai,2021-04-04T08:05:25Z,0,0
Vishal Choudhary,Bhai iis baar ka elite pass delaa do🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 id 2684242741,2021-04-04T08:05:25Z,0,0
Nikhil Yadav,Mast game,2021-04-04T08:05:23Z,0,0
Apon Gaming FF,ANSWER PLEASE,2021-04-04T08:05:23Z,0,0
Komalrani KUMARI,Hlw,2021-04-04T08:05:22Z,1,0
Jay Rathod,Ajjubhai Happy Birthday,2021-04-04T08:05:22Z,0,0
༒CG NOLOVE GAMER༒,Oo,2021-04-04T08:05:22Z,0,0
Adhayan Choudhury,Stream khatam,2021-04-04T08:05:20Z,1,0
Rachit ff,Ajjubhai op,2021-04-04T08:05:19Z,0,0
vishnu lakhara,C bana diya,2021-04-04T08:05:18Z,0,0
AMAN SARKAR,St,2021-04-04T08:05:18Z,0,0
Yash Kardule,Total gaming name likh diya mota bhai ke jagah,2021-04-04T08:05:18Z,0,0
Nonstop Gamerz,Op,2021-04-04T08:05:17Z,1,0
Virendra Singh,Hello sir,2021-04-04T08:05:16Z,0,0
Bhupat Hadiya,Hii,2021-04-04T08:05:16Z,0,0
DRx Gamer,Big fan ajjubhai94,2021-04-04T08:05:15Z,0,0
Mayur landge 9th A Roll no.26,ajhubhai mod bannao,2021-04-04T08:05:14Z,0,0
Oh Bhai,Maa ki Umar kitni honi chahiye<br />1like - 100saal<br /><br />1subscribe - 1000saal,2021-04-04T08:05:14Z,12,0
HARISH FREE FIRE,Op,2021-04-04T08:05:13Z,1,0
Babaji Pardeshi,Op,2021-04-04T08:05:13Z,1,0
royal gaming,Hy,2021-04-04T08:05:13Z,0,0
Altaf Hussain,Diamond do do plz,2021-04-04T08:05:12Z,2,1
Top Gamer,Kaise ho ajjubhai khana kha liya,2021-04-04T08:05:11Z,1,0
Loveyou Gamer YT,Op total gaming,2021-04-04T08:05:11Z,1,0
Yash Karnavat,Hi,2021-04-04T08:05:09Z,0,0
Vidhi Vikas Bohara,Legends watch after stream end,2021-04-04T08:05:09Z,7,4
raja,Op bolte ajju bhai 😂😂😂😂😇👍🇮🇳 heart plz,2021-04-04T08:05:08Z,0,0
Bhavesh Sahu,Ajju bhai op,2021-04-04T08:05:08Z,1,0
Suman Khichar,Hi ajjubhai,2021-04-04T08:05:08Z,1,0
ŕOSHAN BANĴaŘ,Hi,2021-04-04T08:05:08Z,0,0
Subodh Kamble SK,Op streaming end,2021-04-04T08:05:07Z,0,0
MD UMAR MD UMAR,1683776129,2021-04-04T08:05:06Z,0,0
HITANSHU FF,First commet esi bat par face reveal,2021-04-04T08:05:06Z,4,0
Lakshmi Devi,Hii ajjubhai congrats for 22 million subs.,2021-04-04T08:05:06Z,0,0
Harsh raj Choudhary,Hii nice,2021-04-04T08:05:04Z,0,0
manjinder singh,hi,2021-04-04T08:05:04Z,0,0
GAUTAM RAJWAR,*🇮🇳 thanks Guys abhi abhi 900🇮🇳 complete<br />Hua hai...🇮🇳 Ab Jaldi se 1000 kardo please 😍*<br />👇<br />👇,2021-04-04T08:05:03Z,2,0
Mafia Official Gaming,1st comment,2021-04-04T08:05:03Z,0,0
Many Times Gamer,Thanks for massage me on instagram,2021-04-04T08:05:03Z,1,0
MINA KARALI,Mota bhai raid likh diaa<br />😔😔😔,2021-04-04T08:05:01Z,0,0
Rozina akter,bol diya,2021-04-04T08:05:01Z,0,0
Modern Insaan,First comment,2021-04-04T08:05:01Z,0,0
Akash Kushvaha,🌲🌲👍👍,2021-04-04T08:05:01Z,0,0
Apurbo Gaming,Love From Bangladesh brother 🇧🇩✌,2021-04-04T08:05:01Z,2,0
Sohan Gaming,Nikalo,2021-04-04T08:05:00Z,0,0
Tejendra Singh Sharma,😍😍😍😘😘⭐⭐👍👍✅✅,2021-04-04T08:05:00Z,1,0
deep darji,ʜᴇʟʟᴏ ꜱɪʀᴊɪ ᴋᴇᴍ ᴄʜʜᴏ ᴍᴀᴊᴀᴍᴀ,2021-04-04T08:04:58Z,1,0
Prabhat gaming,Motabhai,2021-04-04T08:04:58Z,0,0
h r hr,U,2021-04-04T08:04:58Z,0,0
Dastgir Mujawar.,Hi,2021-04-04T08:04:58Z,0,0
Dk rock Gamers,Mja aaya Ajju bhai mota bhai red kr ke,2021-04-04T08:04:58Z,1,3
Devil king Gaming,Hi,2021-04-04T08:04:58Z,0,0
Boss Gaming,Hllww bhi,2021-04-04T08:04:55Z,0,0
dinesh kumar,Thanks,2021-04-04T08:04:54Z,0,0
Vishnu Tale,First comment,2021-04-04T08:04:54Z,0,0
arjit dash gaming,mujhe sucribe karo plaese,2021-04-04T08:04:54Z,1,0
KIRAN SIRIVELLA,BIG FAN BRO,2021-04-04T08:04:54Z,2,0
Ravi Khokle,Hi,2021-04-04T08:04:54Z,1,0
amit bhai,Ajjubhai op Bolte,2021-04-04T08:04:53Z,2,0
Singer Jagdish Darji Sanchore,Bhai logo ne aapka naam bata diya hai,2021-04-04T08:04:52Z,0,0
Rudra Kaka,Hi,2021-04-04T08:04:52Z,0,0
kGF,1st comment,2021-04-04T08:04:51Z,0,0
GOD GAMING,yg,2021-04-04T08:04:51Z,1,0
All Road GAMING,Hii,2021-04-04T08:04:50Z,0,0
Apon Gaming FF,YOU PLAY ME,2021-04-04T08:04:50Z,0,0
